,대구분,소구분,역명,위도,경도
73,지하철,에버라인선,어정,37.274917,127.143714
74,지하철,에버라인선,지석,37.269606,127.136515
75,지하철,에버라인선,강남대,37.270161,127.126033
76,지하철,에버라인선,기흥,37.275449,127.116665
77,지하철,신림선,관악산(서울대),37.4691018,126.9450639
78,지하철,신림선,서울대벤처타운,37.4720019,126.9339351
79,지하철,신림선,서원,37.4782341,126.9330365
80,지하철,신림선,신림,37.4849266,126.9296159
81,지하철,신림선,당곡,37.4902998,126.9275133
82,지하철,신림선,보라매병원,37.4929598,126.9234964
83,지하철,신림선,보라매공원,37.4955691,126.9180827
84,지하철,신림선,보라매,37.5002739,126.9204355
85,지하철,신림선,서울지방병무청,37.5060464,126.9227083
86,지하철,신림선,대방,37.5133059,126.9257265
87,지하철,신림선,샛강,37.5170969,126.929399
88,지하철,신분당선(연장),광교(경기대),37.30211,127.044483
89,지하철,신분당선(연장),광교중앙(아주대),37.288617,127.051478
90,지하철,신분당선(연장),상현,37.297664,127.069342
91,지하철,신분당선(연장),성복,37.313335,127.0801
92,지하철,신분당선(연장),수지구청,37.322702,127.095026
93,지하철,신분당선(연장),동천,37.337928,127.102976
94,지하철,신분당선(연장),미금,37.349982,127.108918
95,지하철,신분당선,정자,37.367098,127.108403
96,지하철,신분당선,판교,37.394761,127.112217
97,지하철,신분당선,청계산입구,37.447211,127.055664
98,지하철,신분당선,양재시민의숲(매헌),37.470023,127.03842
99,지하철,신분당선,양재(서초구청),37.483809,127.034653
100,지하철,신분당선,강남,37.496837,127.028104
101,지하철,신분당선(연장2),신논현,37.504598,127.02506
102,지하철,신분당선(연장2),논현,37.511093,127.021415
103,지하철,신분당선(연장2),신사,37.516334,127.020114
104,지하철,공항철도1호선,영종,37.51202,126.524254
105,지하철,공항철도1호선,인천공항2터미널,37.460699,126.441442
106,지하철,공항철도1호선,인천공항1터미널,37.447464,126.452508
107,지하철,공항철도1호선,공항화물청사,37.459041,126.477516
108,지하철,공항철도1호선,운서,37.492904,126.49379
109,지하철,공항철도1호선,청라국제도시,37.556409,126.624648
110,지하철,공항철도1호선,검암,37.569098,126.674007
111,지하철,공항철도1호선,계양,37.571662,126.7363
112,지하철,공항철도1호선,김포공항,37.561842,126.801904
113,지하철,공항철도1호선,마곡나루,37.565543,126.827378
114,지하철,공항철도1호선,디지털미디어시티,37.576958,126.898609
115,지하철,공항철도1호선,홍대입구,37.557438,126.926715
116,지하철,공항철도1호선,공덕,37.54253,126.952024
117,지하철,공항철도1호선,서울역,37.553247,126.969769
118,지하철,9호선(연장),중앙보훈병원,37.529191,127.148739
119,지하철,9호선(연장),둔촌오륜,37.519683,127.137989
120,지하철,9호선(연장),올림픽공원(한국체대),37.516269,127.130288
121,지하철,9호선(연장),한성백제,37.516404,127.116503
122,지하철,9호선(연장),송파나루,37.510372,127.112216
123,지하철,9호선(연장),석촌,37.505208,127.10704
124,지하철,9호선(연장),석촌고분,37.502558,127.097033
125,지하철,9호선(연장),삼전,37.504738,127.088025
126,지하철,9호선(연장),종합운동장,37.511426,127.076275
127,지하철,9호선(연장),봉은사,37.514219,127.060245
128,지하철,9호선(연장),삼성중앙,37.513011,127.053282
129,지하철,9호선(연장),선정릉,37.510297,127.043999
130,지하철,9호선(연장),언주,37.507287,127.033868
131,지하철,9호선,신논현,37.504598,127.02506
132,지하철,9호선,사평,37.504206,127.015259
133,지하철,9호선,고속터미널,37.50598,127.004403
134,지하철,9호선,신반포,37.503415,126.995925
135,지하철,9호선,구반포,37.501364,126.987332
136,지하철,9호선,동작(현충원),37.502878,126.978153
137,지하철,9호선,흑석(중앙대입구),37.50877,126.963708
138,지하철,9호선,노들,37.512887,126.953222
139,지하철,9호선,노량진,37.513534,126.941005
140,지하철,9호선,샛강,37.517274,126.928422
141,지하철,9호선,여의도,37.52176,126.92403
142,지하철,9호선,국회의사당,37.528105,126.917874
143,지하철,9호선,당산,37.533406,126.902809
144,지하철,9호선,선유도,37.53802,126.893525
145,지하철,9호선,신목동,37.544277,126.88308
146,지하철,9호선,염창,37.546936,126.874916
147,지하철,9호선,등촌,37.550632,126.865689
148,지하철,9호선,증미,37.557402,126.861939
149,지하철,9호선,가양,37.561391,126.854456
150,지하철,9호선,양천향교,37.568381,126.841333
151,지하철,9호선,마곡나루,37.566778,126.82731
152,지하철,9호선,신방화,37.567532,126.816601
153,지하철,9호선,공항시장,37.563726,126.810678
154,지하철,9호선,김포공항,37.561916,126.802152
155,지하철,9호선,개화,37.578608,126.798153
156,지하철,7호선,석남(거북시장),37.5062285,126.6762813
157,지하철,7호선,산곡,37.5086,126.7035277
158,지하철,7호선(인천),부평구청,37.50848,126.72077
159,지하철,7호선(인천),굴포천,37.50681,126.73234
160,지하철,7호선(인천),삼산체육관,37.50724,126.74179
161,지하철,7호선(인천),상동,37.505814,126.753163
162,지하철,7호선(인천),부천시청,37.50444,126.76364
163,지하철,7호선(인천),신중동,37.50282,126.77566
164,지하철,7호선(인천),춘의,37.50365,126.78828
165,지하철,7호선(인천),부천종합운동장,37.50502,126.79661
166,지하철,7호선(인천),까치울,37.50613,126.81093
167,지하철,인천2호선,운연(서창),37.440127,126.75997
168,지하철,인천2호선,인천대공원,37.448769,126.752618
169,지하철,인천2호선,남동구청,37.448161,126.736939
170,지하철,인천2호선,만수,37.454911,126.732094
171,지하철,인천2호선,모래내시장,37.45583,126.719298
172,지하철,인천2호선,석천사거리,37.456805,126.709986
173,지하철,인천2호선,인천시청,37.456833,126.701306
174,지하철,인천2호선,석바위시장,37.457611,126.692575
175,지하철,인천2호선,시민공원(문화창작지대),37.458335,126.681192
176,지하철,인천2호선,주안,37.464992,126.679098
177,지하철,인천2호선,주안국가산단,37.473703,126.68113
178,지하철,인천2호선,가재울,37.484192,126.683673
179,지하철,인천2호선,인천가좌,37.4897,126.675208
180,지하철,인천2호선,서부여성회관,37.500168,126.675795
181,지하철,인천2호선,석남(거북시장),37.506193,126.676203
182,지하철,인천2호선,가정중앙시장,37.517054,126.676672
183,지하철,인천2호선,가정(루원시티),37.524649,126.675539
184,지하철,인천2호선,서구청,37.543742,126.676787
185,지하철,인천2호선,아시아드경기장(공촌사거리),37.5517,126.677122
186,지하철,인천2호선,검바위,37.561405,126.677566
187,지하철,인천2호선,검암,37.56866,126.675687
188,지하철,인천2호선,독정,37.585212,126.675844
189,지하철,인천2호선,완정,37.592928,126.673203
190,지하철,인천2호선,마전,37.597566,126.666998
191,지하철,인천2호선,검단사거리,37.60185,126.657108
192,지하철,인천2호선,왕길,37.59518,126.642696
193,지하철,인천2호선,검단오류(검단산업단지),37.594877,126.627178
194,지하철,인천1호선,송도달빛축제공원,37.407143,126.62597
195,지하철,인천1호선,국제업무지구,37.399907,126.630347
196,지하철,인천1호선,센트럴파크,37.393054,126.634729
197,지하철,인천1호선,인천대입구,37.386007,126.639484
198,지하철,인천1호선,지식정보단지,37.378384,126.645168
199,지하철,인천1호선,테크노파크,37.382268,126.656365
200,지하철,인천1호선,캠퍼스타운,37.387855,126.661673
201,지하철,인천1호선,동막,37.397878,126.674005
202,지하철,인천1호선,동춘,37.404737,126.681015
203,지하철,인천1호선,원인재,37.412333,126.687869
204,지하철,인천1호선,신연수,37.41804,126.693863
205,지하철,인천1호선,선학,37.426684,126.698863
206,지하철,인천1호선,문학경기장,37.434935,126.698579
207,지하철,인천1호선,인천터미널,37.442383,126.699706
208,지하철,인천1호선,예술회관,37.449396,126.701012
209,지하철,인천1호선,인천시청,37.457263,126.702143
210,지하철,인천1호선,간석오거리,37.467048,126.707938
211,지하철,인천1호선,부평삼거리,37.477679,126.710208
212,지하철,인천1호선,동수,37.485312,126.718247
213,지하철,인천1호선,부평,37.490535,126.723453
214,지하철,인천1호선,부평시장,37.498383,126.722244
215,지하철,인천1호선,부평구청,37.508407,126.720555
216,지하철,인천1호선,갈산,37.517268,126.721514
217,지하철,인천1호선,작전,37.530415,126.722527
218,지하철,인천1호선,경인교대입구,37.538157,126.722597
219,지하철,인천1호선,계산,37.543238,126.728128
220,지하철,인천1호선,임학,37.545059,126.738665
221,지하철,인천1호선,박촌,37.553703,126.745077
222,지하철,인천1호선,귤현,37.566379,126.742654
223,지하철,인천1호선,계양,37.571449,126.73578
224,지하철,8호선,남위례,37.4624,127.13977
225,지하철,8호선,모란,37.433824,127.129837
226,지하철,8호선,수진,37.437428,127.140722
227,지하철,8호선,신흥,37.440918,127.147564
228,지하철,8호선,단대오거리,37.44521,127.156866
229,지하철,8호선,남한산성입구(성남법원.검찰청),37.451535,127.159816
230,지하철,8호선,산성,37.457122,127.149908
231,지하철,8호선,복정,37.471052,127.126732
232,지하철,8호선,장지,37.478703,127.126191
233,지하철,8호선,문정,37.485855,127.1225
234,지하철,8호선,가락시장,37.492888,127.118398
235,지하철,8호선,송파,37.499703,127.112183
236,지하철,8호선,석촌,37.505557,127.106832
237,지하철,8호선,잠실(송파구청),37.514692,127.104338
238,지하철,8호선,몽촌토성(평화의문),37.517409,127.112359
239,지하철,8호선,강동구청,37.530341,127.120508
240,지하철,8호선,천호(풍납토성),37.538113,127.123254
241,지하철,8호선,암사,37.55021,127.127562
242,지하철,8호선,암사역사공원,37.55695,127.13702
243,지하철,별내선,장자호수공원,37.58738,127.13794
244,지하철,별내선,구리,37.60262,127.1407
245,지하철,별내선,동구릉,37.61105,127.13793
246,지하철,별내선,다산,37.62429,127.14973
247,지하철,별내선,별내,37.64232,127.1276
248,지하철,7호선,부평구청,37.507394,126.721599
249,지하철,7호선,굴포천,37.506997,126.73128
250,지하철,7호선,삼산체육관,37.506411,126.742153
251,지하철,7호선,상동,37.505781,126.753083
252,지하철,7호선,부천시청,37.504631,126.763538
253,지하철,7호선,신중동,37.503048,126.77596
254,지하철,7호선,춘의,37.503663,126.787036
255,지하철,7호선,부천종합운동장,37.50538,126.797337
256,지하철,7호선,까치울,37.506207,126.810939
257,지하철,7호선,온수(성공회대입구),37.492092,126.823023
258,지하철,7호선,천왕,37.486637,126.838713
259,지하철,7호선,광명사거리,37.479252,126.854876
260,지하철,7호선,철산,37.47605,126.867911
261,지하철,7호선,가산디지털단지,37.480338,126.882656
262,지하철,7호선,남구로,37.486056,126.887249
263,지하철,7호선,대림(구로구청),37.493013,126.897075
264,지하철,7호선,신풍,37.50008,126.90993
265,지하철,7호선,보라매,37.499872,126.920428
266,지하철,7호선,신대방삼거리,37.499701,126.928276
267,지하철,7호선,장승배기,37.504898,126.93915
268,지하철,7호선,상도,37.502834,126.94791
269,지하철,7호선,숭실대입구(살피재),37.496029,126.953822
270,지하철,7호선,남성,37.484596,126.971251
271,지하철,7호선,이수,37.485196,126.981605
272,지하철,7호선,내방,37.487618,126.993513
273,지하철,7호선,고속터미널,37.503367,127.005068
274,지하철,7호선,반포,37.508178,127.011727
275,지하철,7호선,논현,37.511093,127.021415
276,지하철,7호선,학동,37.514229,127.031656
277,지하철,7호선,강남구청,37.517179,127.041255
278,지하철,7호선,청담,37.519365,127.05335
279,지하철,7호선,뚝섬유원지,37.53154,127.066704
280,지하철,7호선,건대입구,37.540786,127.071011
281,지하철,7호선,어린이대공원(세종대),37.548014,127.074658
282,지하철,7호선,군자(능동),37.556897,127.079338
283,지하철,7호선,중곡,37.565923,127.08432
284,지하철,7호선,용마산,37.573647,127.086727
285,지하철,7호선,사가정,37.580894,127.088478
286,지하철,7호선,면목,37.588579,127.087503
287,지하철,7호선,상봉(시외버스터미널),37.595577,127.085716
288,지하철,7호선,중화,37.602545,127.079264
289,지하철,7호선,먹골,37.610637,127.077725
290,지하철,7호선,태릉입구,37.618294,127.075397
291,지하철,7호선,공릉(서울과학기술대),37.625742,127.072896
292,지하철,7호선,하계,37.636352,127.06799
293,지하철,7호선,중계,37.644583,127.064303
294,지하철,7호선,노원,37.654836,127.060462
295,지하철,7호선,마들,37.66494,127.057675
296,지하철,7호선,수락산,37.67785,127.055315
297,지하철,7호선,도봉산,37.689241,127.046509
298,지하철,7호선,장암,37.700109,127.053196
299,지하철,6호선,신내,37.613174,127.102231
300,지하철,6호선,봉화산(서울의료원),37.617283,127.091401
301,지하철,6호선,화랑대(서울여대입구),37.620064,127.084689
302,지하철,6호선,태릉입구,37.617338,127.074735
303,지하철,6호선,석계,37.614872,127.065595
304,지하철,6호선,돌곶이,37.610537,127.056431
305,지하철,6호선,상월곡(한국과학기술연구원),37.606377,127.048491
306,지하철,6호선,월곡(동덕여대),37.601948,127.041518
307,지하철,6호선,고려대(종암),37.590508,127.036296
308,지하철,6호선,안암(고대병원앞),37.586272,127.029005
309,지하철,6호선,보문,37.585274,127.019351
310,지하철,6호선,창신,37.579661,127.015241
311,지하철,6호선,동묘앞,37.572279,127.015653
312,지하철,6호선,신당,37.566154,127.016146
313,지하철,6호선,청구,37.560608,127.013986
314,지하철,6호선,약수,37.554263,127.010358
315,지하철,6호선,버티고개,37.548013,127.007055
316,지하철,6호선,한강진,37.539631,127.001725
317,지하철,6호선,이태원,37.534488,126.994302
318,지하철,6호선,녹사평(용산구청),37.534675,126.986695
